time,open,high,low,close,Shapes,Shapes,PP SuperTrend,Plot,Buy,Sell,Plot,Plot,Plot,Plot,Shapes,Shapes,Shapes,Shapes,Plot,Shapes,Plot,Shapes,Plot,Shapes,Plot,Shapes,Plot,Shapes,Plot,Shapes,Plot,Shapes,Plot,Shapes,Plot,Shapes,IMI,Long Stop,Long Stop Start,Buy Label,Short Stop,Short Stop Start,Sell Label,,Histogram,MACD,Signal,RSI,RSI-based MA,Upper Bollinger Band,Lower Bollinger Band,Plot,Plot,ADX,cero,verde,marron,azul,lmarron,lineav,lazul,media,cero,%K,%D
1652739000,12245.4,12247.8,12244.2,12244.2,0,0,12226.42212032476,NaN,NaN,NaN,NaN,NaN,12397.3,12208.4,12397.3,NaN,12208.4,NaN,12302.849999999999,12302.849999999999,NaN,NaN,12248.8246,12248.8246,NaN,NaN,12280.559799999999,12280.559799999999,NaN,NaN,12325.1402,12325.1402,NaN,NaN,12352.719599999999,12352.719599999999,57.657657657661105,12233.20570585097,NaN,NaN,NaN,NaN,NaN,12245.399999999998,0.8516347453674069,2.6526760279630253,1.8010412825956184,61.334265258134195,60.07773850171016,NaN,NaN,8.463714285766217,0,29.28512768371772,0,112.86464638361029,103.25490248822818,-0.7742358704177049,103.25490248822818,112.86464638361029,-0.7742358704177049,92.04456157571418,0,65.81632653061845,59.2401457894285
1652739060,12244.3,12245.9,12244.1,12244.1,0,0,12226.42212032476,NaN,NaN,NaN,NaN,NaN,12397.3,12208.4,12397.3,NaN,12208.4,NaN,12302.849999999999,12302.849999999999,NaN,NaN,12248.8246,12248.8246,NaN,NaN,12280.559799999999,12280.559799999999,NaN,NaN,12325.1402,12325.1402,NaN,NaN,12352.719599999999,12352.719599999999,57.185628742519796,12233.20570585097,NaN,NaN,NaN,NaN,NaN,12244.599999999999,0.7093648758422328,2.6877473773984093,1.9783825015561765,61.092451671140246,61.2507669696584,NaN,NaN,8.389107142909207,0,29.33662811436792,0,106.46795455748791,98.15923448897533,-0.8118115471012466,98.15923448897533,106.46795455748791,-0.8118115471012466,92.80889568987183,0,65.12820512820886,65.22627705857906
1652739120,12243.9,12244.6,12243.6,12244.3,0,0,12229.60846418778,NaN,NaN,NaN,NaN,NaN,12397.3,12208.4,12397.3,NaN,12208.4,NaN,12302.849999999999,12302.849999999999,NaN,NaN,12248.8246,12248.8246,NaN,NaN,12280.559799999999,12280.559799999999,NaN,NaN,12325.1402,12325.1402,NaN,NaN,12352.719599999999,12352.719599999999,56.134969325159226,12233.635658337898,NaN,NaN,NaN,NaN,NaN,12244.099999999999,0.5777337960232498,2.7005497465852386,2.122815950561989,61.42005912090493,62.16213501828521,NaN,NaN,8.172321428623608,0,29.19241932628581,0,101.73926664352662,94.17428366791943,-0.7189599355351928,94.17428366791943,101.73926664352662,-0.7189599355351928,92.97956918712778,0,62.92134831460318,64.6219599911435
1652739180,12243.9,12245.4,12243.9,12244.2,0,0,12230.333330413547,NaN,NaN,NaN,NaN,NaN,12397.3,12208.4,12397.3,NaN,12208.4,NaN,12302.849999999999,12302.849999999999,NaN,NaN,12248.8246,12248.8246,NaN,NaN,12280.559799999999,12280.559799999999,NaN,NaN,12325.1402,12325.1402,NaN,NaN,12352.719599999999,12352.719599999999,56.534954407302095,12234.070401140722,NaN,NaN,NaN,NaN,NaN,12244.349999999999,0.4392091508698148,2.671827389149257,2.2326182382794424,61.142841895900474,62.99366272552322,NaN,NaN,7.73000000005221,0,29.23713298154695,0,100.07472362681979,93.51737134612345,-0.7623911361898132,93.51737134612345,100.07472362681979,-0.7623911361898132,93.04679445700224,0,62.14689265537106,63.39881536606104
1652739240,12243.9,12245.7,12243.6,12243.6,0,0,12230.805710016737,NaN,NaN,NaN,NaN,NaN,12397.3,12208.4,12397.3,NaN,12208.4,NaN,12302.849999999999,12302.849999999999,NaN,NaN,12248.8246,12248.8246,NaN,NaN,12280.559799999999,12280.559799999999,NaN,NaN,12325.1402,12325.1402,NaN,NaN,12352.719599999999,12352.719599999999,55.89123867070524,12234.403564725233,NaN,NaN,NaN,NaN,NaN,12244.199999999999,0.27071556491063165,2.571012694417732,2.3002971295071,59.41020729450627,63.65952414655029,NaN,NaN,7.0447142857666085,0,29.278652804289436,0,94.53853602259352,89.94102924757641,-0.6723217094969637,89.94102924757641,94.53853602259352,-0.6723217094969637,92.658573805824,0,52.903225806456305,59.32382225881019
1652739300,12243.7,12250,12243.7,12250,0,0,12230.805710016737,NaN,NaN,NaN,NaN,NaN,12397.3,12208.4,12397.3,NaN,12208.4,NaN,12302.849999999999,12302.849999999999,NaN,NaN,12248.8246,12248.8246,NaN,NaN,12280.559799999999,12280.559799999999,NaN,NaN,12325.1402,12325.1402,NaN,NaN,12352.719599999999,12352.719599999999,73.37278106509895,12236.435220874086,NaN,NaN,NaN,NaN,NaN,12246.85,0.5383773708360882,2.9732688430522103,2.434891472216122,69.37816144879723,64.39699455012938,NaN,NaN,7.375785714338262,0,30.202500740306377,0,112.78498960855316,97.35025835088187,-0.5923445616052351,97.35025835088187,112.78498960855316,-0.5923445616052351,93.24503437395624,0,94.19354838709913,69.74788894964217
1652739360,12249.9,12250.8,12247.3,12247.3,0,0,12230.805710016737,NaN,NaN,NaN,NaN,NaN,12397.3,12208.4,12397.3,NaN,12208.4,NaN,12302.849999999999,12302.849999999999,NaN,NaN,12248.8246,12248.8246,NaN,NaN,12280.559799999999,12280.559799999999,NaN,NaN,12325.1402,12325.1402,NaN,NaN,12352.719599999999,12352.719599999999,65.06024096386413,12236.574529016172,NaN,NaN,NaN,NaN,NaN,12248.825,0.48341384083305483,3.0391587732574408,2.555744932424386,62.41442038985678,64.30719472777088,NaN,NaN,7.014357142909571,0,31.20141925584482,0,115.06602341171224,101.81626660566273,-4.0402358166511245,101.81626660566273,115.06602341171224,-4.0402358166511245,94.31643840291956,0,72.51908396946364,73.2052860543397
1652739420,12248.2,12250.7,12248,12250.7,0,0,12230.892568387102,NaN,NaN,NaN,NaN,NaN,12397.3,12208.4,12397.3,NaN,12208.4,NaN,12302.849999999999,12302.849999999999,NaN,NaN,12248.8246,12248.8246,NaN,NaN,12280.559799999999,12280.559799999999,NaN,NaN,12325.1402,12325.1402,NaN,NaN,12352.719599999999,12352.719599999999,63.291139240515,12237.42114133362,NaN,NaN,NaN,NaN,NaN,12249.400000000001,0.6173022309884257,3.327372721159918,2.7100704901714923,66.91757629478428,63.99701535438539,NaN,NaN,7.120607142909596,0,32.128986448844806,0,114.05105694866745,102.6464058109168,0.9006452436965444,102.6464058109168,114.05105694866745,0.9006452436965444,95.35768432891922,0,98.47328244275647,88.39530493310643
1652739480,12251.3,12252.9,12249.2,12250,0,0,12230.903786644756,NaN,NaN,NaN,NaN,NaN,12396.7,12208.4,12396.7,NaN,12208.4,NaN,12302.55,12302.55,NaN,NaN,12248.6962,12248.6962,NaN,NaN,12280.3306,12280.3306,NaN,NaN,12324.769400000001,12324.769400000001,NaN,NaN,12352.2612,12352.2612,51.68539325843669,12237.52018036391,NaN,NaN,NaN,NaN,NaN,12250.849999999999,0.5994813170719429,3.459422136511421,2.859940819439478,65.18595246758309,63.283868796518234,NaN,NaN,6.904857142909454,0,33.38210840337163,0,114.53687206149138,104.69806255351972,0.791770039323346,104.69806255351972,114.53687206149138,0.791770039323346,96.52523160699428,0,80.79470198675784,83.92902279965932
1652739540,12249.8,12252,12249.4,12251.3,0,0,12231.243883076642,NaN,NaN,NaN,NaN,NaN,12396.7,12208.4,12396.7,NaN,12208.4,NaN,12302.55,12302.55,NaN,NaN,12248.6962,12248.6962,NaN,NaN,12280.3306,12280.3306,NaN,NaN,12324.769400000001,12324.769400000001,NaN,NaN,12352.2612,12352.2612,53.92857142857974,12238.364717620094,NaN,NaN,NaN,NaN,NaN,12250.625,0.613775140667765,3.6271597452741844,3.0133846046064194,66.89905643101154,62.68569359550071,NaN,NaN,6.795785714338153,0,34.54572164686084,0,110.5077057524674,102.00333849478298,2.414128114072923,102.00333849478298,110.5077057524674,2.414128114072923,97.20999496796787,0,89.40397350993162,89.55731931314865
